_id,userId,restaurantId,rate,time,title,description
678136022e6c6fe7a4d962de,67812080426d11b58b7f066c,67812ec1514dba6089ed92ac,7.4,2/12/2019 20:20,Miến Cua 94 - Chính Gốc,"Món ăn nóng hổi, khá ngon. Nêm nếm vừa miệng, nhưng cua đông đá nên không có vị ngọt thanh nhiều mà chủ yếu do bột ngọt tạo vị, bù lại thớ thịt ổn, không bị bở. 160k/5 cuốn chả giò bự kèm 1 đĩa bún, ăn ổn. Món ra cũng nhanh. Có cả khách việt và khách nước ngoài.
Do quận 1 nên gửi xe tại quán nhưng cũng mất 5k phí trông xe. 
Như ảnh là hết 366k ( 6k tiền khăn + trà đá)
Rau thêm free."
678136022e6c6fe7a4d962df,67812080426d11b58b7f057b,67812ec1514dba6089ed92ac,7,29/10/2019 21:58,Miến Cua 94 - Chính Gốc,"Được đứa ban giới thiệu quán này ăn hải sản tươi ngon nên ghé ăn 
Quán nằm ở trung tâm q 1 nên đông khách lắm , vào phải đợi 1 lúc và ra món cũng lâu do khách đông nên cũng thông cảm 
Mình thích nhât tôm tẩm bột chiên ở đây 
Cảm nhận đc vị tưoi và ngọt của tôm cùng lớp bột chiên giòn chấm với tương ớt đúng điệu luôn
Phần miến cua xào khá nhiều thịt cua nhưng hơi nhạt nhẽo có mắm ăn kèm rau sống cũng hợp 
Sẽ quay lại đây khi có dịp
2 ngừoi đi ăn no tầm 400k"
678136022e6c6fe7a4d962e0,67812080426d11b58b7f03ca,67812ec1514dba6089ed92ac,2,29/4/2019 8:09,Không đáng tiền,"Lâu ko ăn lại giá nay đã tăng, chất lượng đã xuống. Ăn chả giò cua mà ko thấy miếng cua nào, chả giò ko thơm...thất vọng"
678136022e6c6fe7a4d962e1,67812080426d11b58b7f0311,67812ec1514dba6089ed92ac,7.6,28/4/2019 11:15,Miến Cua 94 - Chính Gốc,"Quán 94 nổi tiếng đã lâu nhưng ăn vài lần đều có chung nhận xét là cách nấu không có gì đặc biệt, nêm nếm nhạt, chẳng đậm đà gia vị. Quán chật, kiểu quán gia đình, chén dĩa nhựa rẻ tiền nhưng giá quá chát. Khó chịu nhất là chả biết quán nào GỐC vì hai quán sát nhau đều ghi CHÍNH GỐC. 

Tô miến 110k mà cua nát chứ ko nguyên miếng.

Chả giò 160k/đĩa 5 cuốn, nhân nhạt, nước mắm không ngon

Càng cua làm các món 260k/đĩa 5 cái càng

Cua lột ngon, giòn xốp nhưng sốt chua ngọt kiểu chai làm sẵn"
678136022e6c6fe7a4d962e2,67812080426d11b58b7f04ec,67812ec1514dba6089ed92ac,1,14/2/2019 21:07,Miến Cua 94 - Chính Gốc,Chẳng biết quán nào là fake. Tui thường dẫn bạn vào quán này ( như hình). Nghe thiên hạ đồn quán này tính tiền xảo trá lắm. Hôm nay bắt tận tay dư của khách hàng tận 100k. Làm ăn potay thật
678136022e6c6fe7a4d962e3,67812080426d11b58b7f047d,67812ec1514dba6089ed92ac,2,10/2/2019 14:04,Kinh khủng,"Hàng ngày đi làm qua thấy đông khách nên một ngày rảnh vô ăn thử. Phải nói là khủng khiếp. 1 phần chả nem 5 miếng mà mình ăn được 2 rồi đành bỏ.
Cua không tươi, có mùi tanh, bỏ quá nhiều hành và gia vị, bột ngọt để át mùi. Rau héo.
160K một phần, để xe ở ngay cửa mà lúc đi ra còn bị thu 5k gửi xe, cảm giác rất không thoải mái."
678136022e6c6fe7a4d962e4,67812080426d11b58b7f0483,67812ec1514dba6089ed92ac,1,6/2/2019 20:41,Cua,"Món cua dở quá, rau muống không có, lý do tiệm thuy nghỉ tết nên không đặt được  ."
678136022e6c6fe7a4d962e5,67812080426d11b58b7f02c3,67812ec1514dba6089ed92ac,7.4,30/12/2018 12:08,Ngon,"Đóng gói gọn gàng, sạch sẽ. Cái j cũng nhiều. Chả giò rất ngon. Ngon quá lo ăn nên quên chụp hình lun"
678136022e6c6fe7a4d962e6,67812080426d11b58b7f0621,67812ec1514dba6089ed92ac,4.2,22/12/2018 17:04,Quán để giảm 30% mà khi mình đặt 1 phần chả giò lai ăn gian 1 cuốn. Bình thường phần 5 cuốn. Vây quán giảm làm gì rồi bớt lai. Nên xem lại nha quán,Giãm giá lừa đảo
678136022e6c6fe7a4d962e7,67812080426d11b58b7f0438,67812ec1514dba6089ed92ac,1,27/11/2018 10:43,SẼ KHÔNG BAO GIỜ QUAY LẠI,"Ăn dở quá, mắc, không đáng đồng tiền.
Ghi bảng giá sai với thực tế, sai với giá tiền, không rõ ràng. Cho quá nhiều bột ngọt.

SẼ KHÔNG BAO GIỜ QUAY LẠI.
LỪA ĐẢO"
678136022e6c6fe7a4d962e8,67812080426d11b58b7f033f,67812ec1514dba6089ed92ac,2.2,10/11/2018 17:41,QUÁN NÀY LÀ FAKE,"Đó giờ đi ăn ngoài, nay lười mới order về ăn, thì hỡi ôi nó dở 1 cách kinh khủng. Lên coi mới nhiết nhầm quán. Giá đã mắc không nói vì chất lượng nghĩ sẽ đi kèm. Nhưng thịt là thịt ghẹ, chả phải cua. Cơm chiên khô khốc, nước mắm thì chua lét, chả giò thì thum thủm mùi cua cũ. Ăn cái là nghi rồi !

Mọi người chú ý nhé, quán này ko phải cái quán ngon mình ăn đó giờ, quán đúng là quán đầu tiên đi hướng thuận chiều Đinh Tiên Hoàng ra vòng xoay điện biên phủ !( quán ngay ngã 4 ĐBP / ĐTH là quán này >> FAKE VÀ DỞ KHỦNG )

Thề, ngày gì xui, order bánh giò chỗ kia với miến, cơm , chả giò bên này ăn xong muốn hụt hẫng cái cuối tuần. Ko ăn nổi luôn !"
678136022e6c6fe7a4d962e9,67812080426d11b58b7f04eb,67812ec1514dba6089ed92ac,5,7/11/2018 14:58,Quán 94 Gốc ĐÁNH CẮP THƯƠNG HIỆU,"MỌI NGƯỜI CHÚ Ý!!! quán tên 94 Đinh Tiên Hoàng Q1 GỐC là quán giả và đánh cắp thương hiệu, chủ tiệm từng đã cho Cô Thuý ( chủ quán 94 CŨ THUÝ nay địa điểm chính xác của quán là 84 Đinh Tiên Hoàng Quận 1 kế bên ) thuê nhà và lợi dụng mối quan hệ mật thiết đã ăn cắp bí quyết và huỷ hợp đồng thuê nhà với cô Thuý rồi sau đó tự mở ra bán, lấy thương hiệu đồng thời giảm giá để thu hút khách NHƯNG CHẤT LƯỢNG KHÔNG BẰNG : ít cua, ít miến , mùi vị kém hơn. Nếu mọi người muốn có một bữa ăn ngon nhất và trải nghiệm những món ăn truyền thống hơn 30 năm Must-Try thì nhận ra quán THẬT ( cô Thuý đã chuyển quán sang 84 Đinh Tiên Hoàng quận 1, QUÁN 94 CŨ THUÝ ) sẽ không làm mọi người thất vọng ."
678136022e6c6fe7a4d962ea,67812080426d11b58b7f050e,67812ec1514dba6089ed92ac,7.4,28/10/2018 20:54,Miến Cua 94 - Chính Gốc,"Ăn kiểu chạy giặc nên hình ảnh k đc đẹp, mọi người thông cảm. Nhưng k vì vậy mà ảnh hưởng chất lượng món ăn nha. Đặc sản: CUA. Đa phần mọi người đều gọi miến cua& bún chả giò(chắc món tủ của quán). Chả giò nóng, giòn, khách nào kêu thì mới bắt đầu chiên. Miến cua 170k/dĩa đúng chất, thịt cua khứa nào da khứa nấy. Khách Việt hay khách Tây nườm nượp"
678136022e6c6fe7a4d962eb,67812080426d11b58b7f0607,67812ec1514dba6089ed92ac,9,24/10/2018 23:50,Ngon không tưởng,"Nghe đồn quán này Bi Rain đã từng đến ăn. Hôm nay mình cũng tự thưởng cho bản thấy một bữa ăn sang chảnh.
Mới nhìn vô menu tưởng giá cao lắm, nhưng khi đồ ăn ra thì mới thấy vô cùng xứng đáng. Đĩa miến đầy ắp thịt cua còn có cả gạch cua beo béo nữa, thịt cua to chắc và rất ngọt ăn 3 người mới hết đĩa miến. Có cái là miến xào hơi lạt, nếu giá vị đậm đà thì sẽ ngon hơn nữa.
Quán lên món rất nhanh và nhân viên cũng rất nhanh nhen, người Hàn Quốc với Nhật quá đây ăn rất nhiều. Quan trọng là có em nhân viên rất xinh."
678136022e6c6fe7a4d962ec,67812080426d11b58b7f0658,67812ec1514dba6089ed92ac,6.8,4/10/2018 17:58,Miến Cua 94 - Chính Gốc,"Hôm qua thấy quán có khuyến mãi nên order qua Now phần miến cua - 170k giảm còn 120k. Ăn miếng cua đầu tiên không sao, tới miếng thứ 2 hôi ơi là hôi. Miến thì khô và cứng, may sao phần miến giao tới còn nóng. Nói chung là tạm được và chắc sẽ không ăn lại."
678136022e6c6fe7a4d962ed,67812080426d11b58b7f0591,67812ec1514dba6089ed92ac,9.2,5/9/2018 0:36,Ngon lạ miệng,"Cái quán này có 2 tiệm lúc đầu mình phân vân ko bik nên ghé chỗ nào sau đó quyết định vào thử tiệm này, khá là ngạc nhiên vì chỉ có một nguyên liệu cua mà tiệm biến tấu thành nhiều món khác nhau rất đa dạng, mình gọi thử 1 dĩa miến xào cua + chả cua + bún cua hết vài trăm xèn ăn cho vui lấy miếng ngon, giá đắt thật mà cua bán ở saigon đâu rẻ nên tạm chấp nhận được, quán đông khách gọi món hơi lâu, không gian hơi nhỏ, vị trí đắt địa thỉnh thoảng đi ăn lấy le vs bạn cũng ok"
678136022e6c6fe7a4d962ee,67812080426d11b58b7f04bd,67812ec1514dba6089ed92ac,7.8,4/7/2018 10:27,Miến Cua 94 - Chính Gốc,"Ăn cũng ngon, thỉnh thoảng mình chỉ ăn thấy vỏ cua nằm lẫn thôi. Ở lầu trên có phòng mấy lạnh nhưng phòng nhỏ thôi nha. Có món chả gìo ăn ngon mà mình lại quên chụp, ngon chủ yếu là nhờ vào cái mước mắm ăn ngon, đậm vị, hợp để ăn chung vs bún và chả giò. Nhân viên lầu trên phục vụ cũng tạm ổn nhưng chưa chuyên nghiệp, hay quên hay là lề mề j đó vì khách gọi đồ mà mãi mới đem ra"
678136022e6c6fe7a4d962ef,67812080426d11b58b7f03b5,67812ec1514dba6089ed92ac,7.2,11/6/2018 15:05,Giá tăng cao quá,"Nói chung là mình làm thông dịch tiếng Hàn hay dẫn khách Hàn (quốc gia thích ăn cua) vào đây ăn nhiều rồi. Hôm bữa ghé quán tiếp mà lên giá ghê quá,  chắc do người nc ngoài ghé ăn nhiều nên vậy. 
Mà lên vừa thôi, đâu fai quá ngon đặc sắc đâu. Bánh canh cua j tới 100k (mấy đứa thanh niên Hàn ăn bánh canh cua 30k gần nhân văn đồ ăn nhiều mà ngon), súp thì 60k,  các món khác cũng tăng quá mắc. 

Chắc lần sau ko có ghé ăn hay dẫn khách ghé nữa quá~ Họ cũng tự biết là đắt mà, trong khi mấy quán hải sản khác nhiều món hơn, và món cua ngon mà rẻ hơn. 
Trên blog Hàn cũng có review là mắc rồi. 
Chắc quán nên chỉnh giá 1 chút đó."
678136022e6c6fe7a4d962f0,67812080426d11b58b7f0527,67812ec1514dba6089ed92ac,3.2,24/5/2018 7:42,Ăn không ngon,"Về hình thức thì nhìn rất hấp dẫn, thịt cua rất nhiều. Với mức giá 110 một tô miếng đầy cua như vậy thì thực sự ko đắt nhưng cái đáng nói là vị của nó không ngon. Nước dùng cứ lờ lợ không đậm đà. Thịt cua tuy nhiều nhưng thịt không có vị ngọt của của tươi mà nó khô khốc hà. Về kể nhỏ bạn nghe nhỏ bạn cũng nói tao ăn rồi dỡ tệ mày ơi."
678136022e6c6fe7a4d962f1,67812080426d11b58b7f054d,67812ec1514dba6089ed92ac,9.6,28/2/2018 22:10,Đồ ăn ổn - giá hơi cao^^,"Lâu lâu thèm các món ăn thuộc thể loại cua nên ghé quán ăn cho đã cơn thèm. Không gian quán ăn thì hơi hẹp, ngồi ở dưới sẽ bị ngộp vì khói chiên xào > mình hay ngồi trên lâu cho thoáng ahihi. Đồ ăn ở đây k món nào dưới 100k hết nha mọi người. Nhưng được cái rất chất lượng, miến xào cua thì bao nhiều cua luôn á. Mình ăn miếng xào tôm cua thì được 3 con tôm to chà bá. Cua lột chiên bột ăn tạm ổn hơi ngấy vì nhiều dầu. Miếng cua nước thì không ngon cho lắm. 
Sẽ quay lại ăn miếng xào và cua lột chiên xù. Hihi"
678136022e6c6fe7a4d962f2,67812080426d11b58b7f0549,67812ec1514dba6089ed92ad,5.2,2/4/2020 23:32,Bánh mì ăn tạm ổn nhưng mất vệ sinh,"Tiệm gần nhà mình, có bữa đói bụng đêm ra mua thì gặp bạn nhân viên vừa mới lau bàn và đổ rác ( thùng rác trước tiệm), thấy có khách bạn làm bánh ngay cho khách mà không lau hay rửa tay."
678136022e6c6fe7a4d962f3,67812080426d11b58b7f0647,67812ec1514dba6089ed92ad,8,24/10/2019 15:36,Bánh Mì Đông Ri,"Trong con đường Lê Văn Thọ và con đường nhỏ gần đó mình thấy có 3 tiệm bán bánh mì Bình Định . Mới ăn 2 tiệm Mr Beo và Đông Ri thì Đông Ri ngon hơn hẳn luôn. Mình mua 1 ổ bánh mì thập cẩm 15k gồm da heo chiên, trứng luộc, chả, ruốc. Thập cẩm thì có cho thêm thịt heo quay nữa. Nước sốt bánh mì Đông Ri đậm đà hơn bên Mr Beo, k bị quá cay nên dễ ăn. Bánh mì được nhân viên cho vào máy làm nóng giòn lại. Ngon nhất là da heo giòn rụm thích lắm.
Giá rẻ, ước gì gần nhà mình mở tiệm bánh mì giống vậy chắc mình ăn hoài😂"
678136022e6c6fe7a4d962f4,67812080426d11b58b7f05eb,67812ec1514dba6089ed92ae,8.8,16/4/2022 21:27,Đồ ăn ngon,"Món ăn ngon chất lượng, phục vụ tốt, quán hơi nhỏ nên đi tối khá đông. Ăn 2 người hết 150k mà no căng bụng. Phục vụ và gửi xe rất nhiệt tình"
678136022e6c6fe7a4d962f5,67812080426d11b58b7f04ef,67812ec1514dba6089ed92af,2.6,6/4/2018 20:32,Thái độ phục vụ rất rất TỆ,"Nói thật chưa thấy quán nào thái độ phục vụ kém đến như vậy, khách gọi không đủ phần theo số người thì nv đang vui vẻ đổi săc mặt liền :))) lơ luôn khách, khách gọi thêm cũng không thèm quan tâm, mình thấy nv có liếc nhìn nhóm mình gọi mà giả vờ không nghe ấy chứ...
Không thể tin được ở ngay trung tâm mà có quán như thế này. Trở mặt như trở bánh tráng vậy :v
Lần đầu cũng là lần cuối ăn quán này, ngon cỡ nào mà pv kém như vậy thì cũng bỏ mà đằng này đồ ăn cũng bình thường :3"
678136022e6c6fe7a4d962f6,67812080426d11b58b7f05d1,67812ec1514dba6089ed92af,5.8,10/2/2015 18:11,Ngon nhưng mắc và thái độ phục vụ kém,"Mình ăn ở quán này từ lâu rồi, nhưng thường là mua về chứ không ngồi trong quán. Hôm nay ngồi mới thấy bức xúc. Bước vào quán vừa ngồi xuống đã bị em phục vụ la lên ""Đi 2 ng hả hai chị, thế thì vào trong này mà ngồi này"" kiểu rất trịch thượng khó chịu. Rồi đem đồ ăn ra thì ""Chị tự lấy khay đũa bàn kế bên giùm em"" ?!?? Rồi vừa tự lấy khay sang chưa kịp dùng cái gì đã tự cầm lấy khay đũa để lại sang bàn kế bên ?!?? Điều đáng nói là bà chủ ngồi ngay đấy nhưng không có ý kiến gì cả?!?? Nói chung thái độ phục vụ rất chán. Với giá 50k một phần chắc mình cạch luôn, có ăn thì chắc chỉ mua về nhà thôi cho đỡ mệt óc."
678136022e6c6fe7a4d962f7,67812080426d11b58b7f0434,67812ec1514dba6089ed92af,6.6,24/9/2014 19:41,"Món ăn ngon, giá ổn","1 phần bún chả như hình giá 50K, mình thấy không đắt chút nào. Giá nước uống cũng dao động từ 10 đến 30K. Rau và bún ăn kèm rất nhiều. Ăn hết 1 phần to đùng như vầy là no căng bụng ^_^ có điều theo mình thịt ba chỉ nướng thì ngon nhưng thịt viên thì làm hơi nhạt."
678136022e6c6fe7a4d962f8,67812080426d11b58b7f044f,67812ec1514dba6089ed92af,4.8,21/6/2014 15:25,"Không được như tên ""Ngon nhất Hà Nội""","Mình đến ăn vào lúc 1 rưỡi trưa, có lẽ cũng vì thế nên đồ ăn chán hơn chăng?
Với những người trước giờ chưa biết bún chả Hà Nội là gì thì có lẽ ăn cũng thấy lạ miệng, nhưng với một người sinh ra và lớn lên ở Hà Nội như mình thì bún chả ở đây dở ẹc. Chả có mùi than thơm, nhưng khô và hơi khó nuốt. Bát nước mắm ăn cùng thì quá là chán.
Chất lượng như thế này mà tự nhận nhất Hà Nội (trên túi khăn ướt in như vậy) thì quá là vớ vẩn, còn chẳng bằng một quán bún chả vỉa hè ở ngoài đó. Mà giá lại quá đắt: 50k/tô ko hề tương xứng với chất lượng.

Một lần nữa bị thất vọng khi cố đi tìm 1 quán bún chả ăn được ở Sài Gòn"
678136022e6c6fe7a4d962f9,67812080426d11b58b7f0490,67812ec1514dba6089ed92af,7.4,28/1/2014 9:02,Quán Số 8 - Bún Chả Nem Hà Nội,"Bún Chả Hà Nội is a local eatery serving this northern dish of the same name. Bún Chả is basically rice noodles served with small minced pork patties. And this was recommended as a place serving an authentic bowl!

At Bún Chả Hà Nội, a bowl of Bún Chả is at 55,000 vnd which includes rice noodles with herbs and leaves, and a bowl of marinated and grilled meat balls and fatty pork with papaya slices. They also offer fried crab spring rolls.

Expect service to be very swift as this place is obviously popular especially during lunch hour. There is a air-conditioned area located at the back for those who need to beat the humid weather. 

For those looking for a good authentic bowl of Bún Chả Hà Nội, take a trip down to this local eatery. You won't be disappointed. 

Food type and taste: North vietnamese cuisine- 3.5/5 stars 
Price: Economic
Ambience: Local style and optional air conditioning dining area"
678136022e6c6fe7a4d962fa,67812080426d11b58b7f02ee,67812ec1514dba6089ed92af,7.8,12/8/2013 21:33,Trải Nghiệm Mới,"Lần đầu tôi đến đây với cô giáo và vài đứa bạn học chung.
Cô hứa dẫn chúng tôi đi ăn đặc sản và rồi cô trò dắt tay nhau đi ăn.
Tôi vẫn cứ nghĩ bún chả là loại bún chả tôi thường ăn. Tôi vẫn tưởng nó giống như bún chả cá Quy Nhơn quê tôi. Nhưng khi dọn món ra mới thấy thật lạ, cầu kì, phức tạp lắm! 
Thịt để trong tô nước mắm to khủng khiếp, tôi đùa "" Bộ nước mắm rẻ lắm sao cho gì mà chan hòa, tràn trề vầy nè ""
Thịt, nước mắm, bún, rau sống và vài miếng đu đủ, cà rốt ngâm. Mằn mặn, chua chua lại ngọt ngọt. Một sự kết hợp dễ chịu, hoàn hảo một cách bất ngờ. 
Ăn rồi chẳng thể quên được hương vị ấy.
Mỗi tô hình như là 40 hay 50k, cái giá khá đắt so với một món ăn và quán xá như thế. 
Nếu như may mắn thì có thể ngồi phòng máy lạnh, còn không thì ngồi hít khí trời vậy
Ăn xong, cô tôi lại quên bóp ở trường, thế là cô chạy đi lấy. Còn lũ chúng tôi ngồi vừa thấy vui vui lại sợ sợ, cứ đùa nhau rằng "" Cô mà đi luôn, cái đám này chắc xin xuống bếp rửa chén trừ nợ dần quá! ""
Ngon lại vui. Một trải nghiệm mới, một kỉ niệm khó quên"
678136022e6c6fe7a4d962fb,67812080426d11b58b7f03f9,67812ec1514dba6089ed92b0,8,2/4/2023 23:01,Quán Ngan HN ngon nhất ở SG,"Quán chuyên các món ngan từ ngan luộc, ngan cháy tỏi, ngan giả cầy, ngan om sấu, ngan nấu chao...

Mình kêu 2 tô miến trộn ko ngan và dĩa ngan cháy tỏi. Nước soup ngon chuẩn vị HN, ngan cháy tỏi thịt mềm thấm vị rất ngon, miến trộn có nước sauce cũng ngon đậm đà.

Về chất lượng đồ ăn thì ko có gì để chê, nhg về khẩu phần ăn khá nhiều đi ăn 2 người ko ăn được nhiều món. Quán nên thiết kế phần nhỏ hơn, ăn 4 người sẽ lợi hơn."
678136022e6c6fe7a4d962fc,67812080426d11b58b7f064e,67812ec1514dba6089ed92b0,5.6,24/2/2021 23:49,Chất lượng ngày càng giảm,"mình đi ăn hai người gọi 1 bún ngan nướng trộn và 1 bún ngan nước. vị nói chung tạm tạm không xuất sắc và không hoàn toàn giống vị bún ngan Hà Nội. gần đây chất lượng giảm nhiều đặc biệt là bún ngan nước: viên mọc ăn khô và bã, thịt ngan làm lông không kỹ ( mình chụp nguyên miếng thịt còn dính lông rất mất cảm tình) và không lọc xương. mất công ra lý chính thắng ăn đồ bắc mình thấy ăn phở Thành hoặc bún bung, bánh cuốn ở các hàng kế bên xứng đáng hơn."
678136022e6c6fe7a4d962fd,67812080426d11b58b7f0551,67812ec1514dba6089ed92b0,2.6,27/12/2020 7:30,QUÁ TỆ,Đọc bình luận cứ nghĩ là do mấy bạn mn ăn k quên nên vậy. Nhưng mình xin khẳng định lại là QUÁ TỆ luôn. Từ nước dùng cho đến thịt tiết mọc và cả miếng măng cũng tệ
678136022e6c6fe7a4d962fe,67812080426d11b58b7f02e7,67812ec1514dba6089ed92b0,8.8,30/9/2020 20:00,Món bắc trong lòng sài gòn,"Món ăn
- Mình gọi 2 món Miến trộn với Ngan cháy tỏi, Miến trộn cọng miến tơi thịt ngan mềm chan với nước tương và tương ớt Bắc ăn hơi bị được luôn. Ngan cháy tỏi nêm vừa miệng ko quá mặn nhưng hương vị đậm đà, món này phù hợp cho mấy ng nhậu ăn lai rai được

Không gian
Lúc mình đến là 4h chiều nên quán ko có khách nhân viên đang dọn dẹp, 

Phục vụ:
nhân viên cũng ko đến nổi nào như nhiều ng nói, có thể do quán đông nên sai sót, mà nhân viên chắc bị phàn nàn vụ order hay sao mà cứ hỏi mình là order món này đúng ko món kia đúng ko, bảo là sợ nghe nhầm

Giá cả:
Với mặt tiền thì giá như vậy thật ko quá đắt
Nói chung ở đây khá nhiều món lần sau sẽ lại thử thêm"
678136022e6c6fe7a4d962ff,67812080426d11b58b7f0603,67812ec1514dba6089ed92b0,1,15/9/2020 23:49,Quán Bún Ngan Phố Cổ,"Nhân viên: âm 10 điểm. Có phải quán trả lương cho nhân viên 1 tháng năm trăm ngàn đồng làm 12 tiếng/ngày c cật lực 30 ngày không? Gọi 1 cái gì đó phải nhắc đi nhắc lại 7x7 108 lần, mà nhân viên cứ đi dòng dòng dòng xong đụng nhau như kiểu mấy con kiến đó trao đổi thông tin xong tiếp tục đi. Mà có khách có phải đông đúc gì cho cam? 3, 4 bạn nhân viên mà có khoảng 4 bàn bàn đông nhất thì tầm 6 người (1 bàn) còn đâu toàn 2 người với 1 mình. 
Đồ ăn: có hai chị gái bàn bên cạnh khó ở hơn mẹ tui nữa, không biết bữa nay mẹ tui sao hiền quá. Mẹ tui bảo quán nào mẹ tui còn góp ý là còn nghĩ chuyện quay lại, quán nào mà chánnnnnn không buồn nói thì thôi. Thật ra thịt ngan còn dính lông măng là chuyện có thể chấp nhận, nhưng ngan đã còi cọc xong chắc đông đá đem trụng lại nên thịt bở và nhạt nhách, gầy nhom, lông thì chi chít nhìn phản cảm không muốn ăn luôn đó. Măng huyết nước lèo loãng toẹt mà mặn oi mặn. 3 cục mọc bằng đầu ngón tay cái mà 5k/cục. 
Bữa ăn tốn gần 200k mà ngao ngán chán nản, ăn xong tanh tưởi hết cả mồm. 
Bai."
678136022e6c6fe7a4d96300,67812080426d11b58b7f0608,67812ec1514dba6089ed92b0,1,22/8/2020 14:14,Khách đặt gì kệ khách :),"Có note mà cả chủ quán lẫn ship không ai đọc :)
Miến trộn đùi ngan nướng + mề ,  không phải miến xào tim mề. Không có mục đó nên phải ghi chú lại không phản hồi gì khách, mình thích làm gì thì làm thôi, còn đâu kệ khách 💢
Miến nước thì trần rối, miến cứng đơ 💔
P/s: giá 1 bát đùi mọc 80k mà được 3-4 miếng ngan mỏng dính và 2 viên mọc to bằng 2 quả tắc bình thường, như thế gọi là đắt hay rẻ ạ?"
